review_id,ATT,BI,PV,rating,beliefs
R0767,,,2.0,5.0,"[{""belief_text"": ""convenient size"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""good product variety"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0768,2.3,,,4.0,"[{""belief_text"": ""cute packaging"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great as a gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""love this brand"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0769,,,,4.0,"[{""belief_text"": ""works"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0770,,,1.0,4.0,"[{""belief_text"": ""good product"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0771,0.0,,2.0,5.0,"[{""belief_text"": ""products are always a bit above what one expects"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""pricey"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0772,,,2.0,5.0,"[{""belief_text"": ""good products"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0773,0.8,,1.0,4.0,"[{""belief_text"": ""product size is a bit smaller than expected"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}, {""belief_text"": ""makes a nice gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""fast delivery"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0774,-0.5,,0.0,2.0,"[{""belief_text"": ""product is enjoyable"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}, {""belief_text"": ""bottles are disappointingly small with barely any product"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}, {""belief_text"": ""good for only 3-4 uses"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0775,1.6,,3.0,5.0,"[{""belief_text"": ""versatile as a gift for various occasions"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""good to keep one on hand for personal use or gifting"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0776,1.8,3.0,3.0,5.0,"[{""belief_text"": ""very soothing"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""fragrances are unbelievably good"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""small travel size products"", ""b_i"": 0.9, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""attribute""}]"
R0777,0.8,,,5.0,"[{""belief_text"": ""product is great"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0778,2.4,,3.0,5.0,"[{""belief_text"": ""great price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""fun gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""both people were really pleased"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0779,-0.1,,0.0,1.0,"[{""belief_text"": ""wonderful on hands"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""very small for the price"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}]"
R0780,,,,5.0,"[{""belief_text"": ""great product"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0781,0.1,3.0,3.0,5.0,"[{""belief_text"": ""product is so nice/love it"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""runs out fast"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0782,-1.2,0.0,0.0,1.0,"[{""belief_text"": ""package was missing an item and appeared resealed"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}, {""belief_text"": ""would not order again"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""general_belief""}]"
R0783,,,,4.0,"[{""belief_text"": ""cute packaging"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0784,0.8,,2.0,4.0,"[{""belief_text"": ""lip balm is soothing"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""hand cream is nice"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""foot cream is super thick (negative preference)"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}, {""belief_text"": ""never disappointed with anything made by Burt's Bees (trust in brand quality)"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0785,0.9,,,5.0,"[{""belief_text"": ""makes hands very soft"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0786,0.1,,1.0,4.0,"[{""belief_text"": ""good product overall"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""bottle size is surprisingly small compared to picture"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0787,2.6,3.0,3.0,5.0,"[{""belief_text"": ""perfect trail sized options for travel"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""convenient sizes for on-the-go/travel"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""almond hand cream and coconut foot cream are favorites, will buy full size"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0788,0.8,,,5.0,"[{""belief_text"": ""great variety"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0789,2.6,,3.0,5.0,"[{""belief_text"": ""smells amazing"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""quality is clearly there"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""perfect gift that recipients will love"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0790,,,,5.0,"[{""belief_text"": ""Nice Body"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0791,1.8,,1.0,5.0,"[{""belief_text"": ""showed up on time"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""arrived in good condition"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""great gift"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""general_belief""}]"
R0792,-0.9,,0.0,1.0,"[{""belief_text"": ""very small size"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}]"
R0793,0.7,,3.0,5.0,"[{""belief_text"": ""great product"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0794,2.4,2.0,3.0,5.0,"[{""belief_text"": ""cuticle butter and almond hand cream made hands look and feel really nice and soft"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""foot cream is thicker but melts in well for great hydration"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great set to try/sample a variety of products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0795,0.8,,,5.0,"[{""belief_text"": ""product is used regularly"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0796,0.7,,,5.0,"[{""belief_text"": ""taste is great"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0797,-0.2,0.0,0.0,5.0,"[{""belief_text"": ""extremely small sample sized"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""good stuff"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0798,0.8,,2.0,5.0,"[{""belief_text"": ""great way to encourage new users"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0799,2.4,,3.0,5.0,"[{""belief_text"": ""great quality for multiple products from the line"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""chapstick feels really good on the lips"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""everything smells delicious"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0800,0.4,3.0,,5.0,"[{""belief_text"": ""received with great care"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""attribute""}, {""belief_text"": ""continued use"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0801,0.8,,,5.0,"[{""belief_text"": ""product is great"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0802,-0.4,,0.0,5.0,"[{""belief_text"": ""damaged in transit"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0803,1.7,,2.0,5.0,"[{""belief_text"": ""Both creams smell good"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""very moisturizing"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0804,2.3,,3.0,5.0,"[{""belief_text"": ""perfect size for trying products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""contains most popular products in travel sizes"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""great sampler or gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0805,1.2,,2.0,3.0,"[{""belief_text"": ""product is great"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""price is good"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""arrived in a damaged box"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0806,1.8,3.0,2.0,5.0,"[{""belief_text"": ""suitable as a gift and well-received"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""would definitely buy again"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0807,,,,5.0,"[{""belief_text"": ""positive overall sentiment"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0808,1.8,,2.0,5.0,"[{""belief_text"": ""excelente producto"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}, {""belief_text"": ""se recibió tal y como se anuncia"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0809,0.8,3.0,3.0,5.0,"[{""belief_text"": ""gift that women in life will love"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0810,0.3,,2.0,4.0,"[{""belief_text"": ""much smaller than you think"", ""b_i"": 0.5, ""e_i"": -1, ""att_component"": -0.5, ""type"": ""attribute""}, {""belief_text"": ""still a great gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0811,0.9,1.0,,5.0,"[{""belief_text"": ""product is great"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0812,1.7,,3.0,5.0,"[{""belief_text"": ""perfect for gifting"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""loved the set"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0813,0.9,,,5.0,"[{""belief_text"": ""very good product"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0814,1.4,1.0,2.0,5.0,"[{""belief_text"": ""box came in good condition"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""products were delivered in a full set and unused"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""satisfied with my order"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0815,1.6,,2.0,5.0,"[{""belief_text"": ""lovely gift with honey smell"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""they all love it"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0816,0.9,3.0,2.0,5.0,"[{""belief_text"": ""hand lotion and cuticle oil are favorites"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""foot lotion was ok, a bit greasy with disliked texture"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""hand salve and almond milk lotion are great before bedtime"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0817,1.0,,,5.0,"[{""belief_text"": ""excellent product"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0818,-0.8,,0.0,2.0,"[{""belief_text"": ""product size is super small, could almost fit in hand, not as big as expected"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0819,2.6,,,5.0,"[{""belief_text"": ""love Burt's Bees products (brand)"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""wonderful gift idea"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""especially love the cuticle cream and the almond and milk cream (specific products)"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0820,1.0,,,5.0,"[{""belief_text"": ""perfect gift set"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""attribute""}]"
R0821,2.4,,2.0,5.0,"[{""belief_text"": ""high quality products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""items are nice"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""items are useful"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0822,,,1.0,4.0,"[{""belief_text"": ""good to present"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0823,1.8,3.0,,5.0,"[{""belief_text"": ""perfect gift"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""highly recommended"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0824,-0.7,0.0,0.0,2.0,"[{""belief_text"": ""didn't like the fragrance"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}]"
R0825,0.8,,1.0,5.0,"[{""belief_text"": ""suitable as a teacher gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0826,0.8,,2.0,4.0,"[{""belief_text"": ""cuticle butter consistency was off and inconsistent compared to previous purchases"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}, {""belief_text"": ""package is an easy gift and always appreciated"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""lip balm and lime cuticle butter are used throughout the winter and always have extra on hand"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0827,,,1.0,4.0,"[{""belief_text"": ""convenient"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""nice"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0828,-1.8,0.0,0.0,3.0,"[{""belief_text"": ""packaging and delivery were undamaged"", ""b_i"": 0.8, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""attribute""}, {""belief_text"": ""tube was completely empty, never filled"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""poor quality inspection by the brand"", ""b_i"": null, ""e_i"": -1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""disappointing experience, will not order again"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""general_belief""}]"
R0829,1.0,,,5.0,"[{""belief_text"": ""great product"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0830,1.7,,1.0,5.0,"[{""belief_text"": ""loved the moisturizing lotions"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""loved the pomegranate chapstick"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0831,2.6,,3.0,5.0,"[{""belief_text"": ""looks just like the photo"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""works super well"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""perfect Christmas present"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0832,0.4,,1.0,1.0,"[{""belief_text"": ""nice product"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""came late"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0833,2.3,,3.0,5.0,"[{""belief_text"": ""great as a gift set"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""has some amazing products in it"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""just enough of each product to try and decide if you like it"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0834,2.4,,3.0,5.0,"[{""belief_text"": ""great price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""fast delivery"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""product speaks for itself (implies high quality/effectiveness)"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0835,0.8,,2.0,5.0,"[{""belief_text"": ""fun stocking stuffer"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}, {""belief_text"": ""has quality throughout"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0836,0.8,,3.0,5.0,"[{""belief_text"": ""great gift set"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""reasonable price"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0837,-0.4,,0.0,2.0,"[{""belief_text"": ""almost empty tubes when received"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0838,-2.2,0.0,0.0,2.0,"[{""belief_text"": ""product size is too small/tiny"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""embarrassing as a gift"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}, {""belief_text"": ""wasted money"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}]"
R0839,0.9,,,5.0,"[{""belief_text"": ""products are so good"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0840,1.9,3.0,3.0,5.0,"[{""belief_text"": ""great gift to receive and give"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""love it"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0841,1.1,,3.0,4.0,"[{""belief_text"": ""work great for dry skin"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""can make skin feel a little tacky"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""LOVE the chapstick and the hand salve"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""attribute""}]"
R0842,0.7,,1.0,4.0,"[{""belief_text"": ""like the brand (Burts Bees)"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0843,0.8,,,5.0,"[{""belief_text"": ""love the brand's products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0844,0.8,,3.0,5.0,"[{""belief_text"": ""good value for the money"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""nice sampler pack"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0845,2.3,,3.0,5.0,"[{""belief_text"": ""producto de buena calidad"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""adecuado para pieles delicadas"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""ayuda mucho con la hidratación de las pieles secas"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0846,1.4,,2.0,3.0,"[{""belief_text"": ""nice gift for yourself or someone"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}, {""belief_text"": ""gift recipient loved it"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0847,2.3,,3.0,5.0,"[{""belief_text"": ""loved the surprise (gift)"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great value as it's cheap"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""had a promotion and got $5 off"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0848,-0.5,,0.0,2.0,"[{""belief_text"": ""small sized items"", ""b_i"": null, ""e_i"": -1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""never used them"", ""b_i"": 0.5, ""e_i"": -1, ""att_component"": -0.5, ""type"": ""attribute""}]"
R0849,2.4,,3.0,5.0,"[{""belief_text"": ""beautiful piece (design/aesthetics)"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great customer service"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""fast shipping"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0850,0.9,1.0,2.0,5.0,"[{""belief_text"": ""great variety of products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""almond lotion is awesome"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""wish almond lotion was not only a sample size"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0851,0.9,3.0,,5.0,"[{""belief_text"": ""Love this product"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0852,,,,5.0,"[{""belief_text"": ""product is great"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0853,-0.2,,1.0,4.0,"[{""belief_text"": ""products in kit are too small"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""the idea of a sampling kit is great"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""price of about $10 is good for a sample kit"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""hardly liked anything in this kit"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""general_belief""}, {""belief_text"": ""cannot stand the smell of all Burt's Bees products"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""really liked the cuticle cream"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0854,2.6,,3.0,5.0,"[{""belief_text"": ""perfect gift"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}, {""belief_text"": ""sizing of items were just right"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""enough variety in products to choose from"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0855,1.6,1.0,3.0,5.0,"[{""belief_text"": ""high quality product"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""nice little sampler"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0856,-0.4,,0.0,2.0,"[{""belief_text"": ""size is smaller than expected"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
